( fax: [
    customer_id("ALFKI"), "030-0076545";
    order_id(10903), product_id(65), 0.0;
    order_id(10903), product_id(68), 0.0;
    order_id(10904), product_id(58), 0.0;
    order_id(10904), product_id(62), 0.0;
    order_id(10905), product_id(1), 0.0;
    order_id(10906), product_id(61), 0.0;
    order_id(10907), product_id(75), 0.0;
    order_id(10908), product_id(7), 0.0;
    order_id(10908), product_id(52), 0.0;
    order_id(10909), product_id(7), 0.0;
    order_id(10909), product_id(16), 0.0;
    order_id(10909), product_id(41), 0.0;
    order_id(10910), product_id(19), 0.0;
    order_id(10910), product_id(49), 0.0;
    order_id(10910), product_id(61), 0.0;
    order_id(10911), product_id(1), 0.0;
    order_id(10911), product_id(17), 0.0;
    order_id(10911), product_id(67), 0.0;
    order_id(10912), product_id(11), 0.0;
    order_id(10912), product_id(29), 0.0;
    order_id(10913), product_id(4), 0.0;
    order_id(10913), product_id(33), 0.0;
    order_id(10913), product_id(58), 0.0;
    order_id(10914), product_id(71), 0.0;
    order_id(10915), product_id(17), 0.0;
    order_id(10915), product_id(33), 0.0;
    order_id(10915), product_id(54), 0.0;
    order_id(10916), product_id(16), 0.0;
    order_id(10916), product_id(32), 0.0;
    order_id(10916), product_id(57), 0.0;
    order_id(10917), product_id(30), 0.0;
    order_id(10917), product_id(60), 0.0;
    order_id(10918), product_id(1), 0.0;
    order_id(10918), product_id(60), 0.0;
    order_id(10919), product_id(16), 0.0;
    order_id(10919), product_id(25), 0.0;
    order_id(10919), product_id(40), 0.0;
    order_id(10920), product_id(50), 0.0;
    order_id(10921), product_id(35), 0.0;
    order_id(10921), product_id(63), 0.0;
    order_id(10922), product_id(17), 0.0;
    order_id(10922), product_id(24), 0.0;
    order_id(10923), product_id(42), 0.0;
    order_id(10923), product_id(43), 0.0;
    order_id(10923), product_id(67), 0.0;
    order_id(10924), product_id(10), 0.0;
    order_id(10924), product_id(28), 0.0;
    order_id(10924), product_id(75), 0.0;
    order_id(10925), product_id(36), 0.0;
    order_id(10925), product_id(52), 0.0;
    order_id(10926), product_id(11), 0.0;
    order_id(10926), product_id(13), 0.0;
    order_id(10926), product_id(19), 0.0;
    order_id(10926), product_id(72), 0.0;
    order_id(10927), product_id(20), 0.0;
    order_id(10927), product_id(52), 0.0;
    order_id(10927), product_id(76), 0.0;
    order_id(10928), product_id(47), 0.0;
    order_id(10928), product_id(76), 0.0;
    order_id(10929), product_id(21), 0.0;
    order_id(10929), product_id(75), 0.0;
    order_id(10929), product_id(77), 0.0;
    order_id(10930), product_id(21), 0.0;
    order_id(10930), product_id(27), 0.0;
    order_id(10930), product_id(55), 0.0;
    order_id(10930), product_id(58), 0.0;
    order_id(10931), product_id(13), 0.0;
    order_id(10931), product_id(57), 0.0;
    order_id(10932), product_id(16), 0.0;
    order_id(10932), product_id(62), 0.0;
    order_id(10932), product_id(72), 0.0;
    order_id(10932), product_id(75), 0.0;
    order_id(10933), product_id(53), 0.0;
    order_id(10933), product_id(61), 0.0;
    order_id(10934), product_id(6), 0.0;
    order_id(10935), product_id(1), 0.0;
    order_id(10935), product_id(18), 0.0;
    order_id(10935), product_id(23), 0.0;
    order_id(10936), product_id(36), 0.0;
    order_id(10937), product_id(28), 0.0;
    order_id(10937), product_id(34), 0.0;
    order_id(10938), product_id(13), 0.0;
    order_id(10938), product_id(43), 0.0;
    order_id(10938), product_id(60), 0.0;
    order_id(10938), product_id(71), 0.0;
    order_id(10939), product_id(2), 0.0;
    order_id(10939), product_id(67), 0.0;
    order_id(10940), product_id(7), 0.0;
    order_id(10940), product_id(13), 0.0;
    order_id(10941), product_id(31), 0.0;
    order_id(10941), product_id(62), 0.0;
    order_id(10941), product_id(68), 0.0;
    order_id(10941), product_id(72), 0.0;
    order_id(10942), product_id(49), 0.0;
    order_id(10943), product_id(13), 0.0;
    order_id(10943), product_id(22), 0.0;
    order_id(10943), product_id(46), 0.0;
    order_id(10944), product_id(11), 0.0;
    order_id(10944), product_id(44), 0.0;
    order_id(10944), product_id(56), 0.0;
    order_id(10945), product_id(13), 0.0;
    order_id(10945), product_id(31), 0.0;
    order_id(10946), product_id(10), 0.0;
    order_id(10946), product_id(24), 0.0;
    order_id(10946), product_id(77), 0.0;
    order_id(10947), product_id(59), 0.0;
    order_id(10948), product_id(50), 0.0;
    order_id(10948), product_id(51), 0.0;
    order_id(10948), product_id(55), 0.0;
    order_id(10949), product_id(6), 0.0;
    order_id(10949), product_id(10), 0.0;
    order_id(10949), product_id(17), 0.0;
    order_id(10949), product_id(62), 0.0;
    order_id(10950), product_id(4), 0.0;
    order_id(10951), product_id(33), 0.0;
    order_id(10951), product_id(41), 0.0;
    order_id(10951), product_id(75), 0.0;
    order_id(10952), product_id(6), 0.0;
    order_id(10952), product_id(28), 0.0;
    order_id(10953), product_id(20), 0.0;
    order_id(10953), product_id(31), 0.0;
    order_id(10954), product_id(16), 0.0;
    order_id(10954), product_id(31), 0.0;
    order_id(10954), product_id(45), 0.0;
    order_id(10954), product_id(60), 0.0;
    order_id(10955), product_id(75), 0.0;
    order_id(10956), product_id(21), 0.0;
    order_id(10956), product_id(47), 0.0;
    order_id(10956), product_id(51), 0.0;
    order_id(10957), product_id(30), 0.0;
    order_id(10957), product_id(35), 0.0;
    order_id(10957), product_id(64), 0.0;
    order_id(10958), product_id(5), 0.0;
    order_id(10958), product_id(7), 0.0;
    order_id(10958), product_id(72), 0.0;
    order_id(10959), product_id(75), 0.0;
    order_id(10960), product_id(24), 0.0;
    order_id(10960), product_id(41), 0.0;
    order_id(10961), product_id(52), 0.0;
    order_id(10961), product_id(76), 0.0;
    order_id(10962), product_id(7), 0.0;
    order_id(10962), product_id(13), 0.0;
    order_id(10962), product_id(53), 0.0;
    order_id(10962), product_id(69), 0.0;
    order_id(10962), product_id(76), 0.0;
    order_id(10963), product_id(60), 0.0;
    order_id(10964), product_id(18), 0.0;
    order_id(10964), product_id(38), 0.0;
    order_id(10964), product_id(69), 0.0;
    order_id(10965), product_id(51), 0.0;
    order_id(10966), product_id(37), 0.0;
    order_id(10966), product_id(56), 0.0;
    order_id(10966), product_id(62), 0.0;
    order_id(10967), product_id(19), 0.0;
    order_id(10967), product_id(49), 0.0;
    order_id(10968), product_id(12), 0.0;
    order_id(10968), product_id(24), 0.0;
    order_id(10968), product_id(64), 0.0;
    order_id(10969), product_id(46), 0.0;
    order_id(10970), product_id(52), 0.0;
    order_id(10971), product_id(29), 0.0;
    order_id(10972), product_id(17), 0.0;
    order_id(10972), product_id(33), 0.0;
    order_id(10973), product_id(26), 0.0;
    order_id(10973), product_id(41), 0.0;
    order_id(10973), product_id(75), 0.0;
    order_id(10974), product_id(63), 0.0;
    order_id(10975), product_id(8), 0.0;
    order_id(10975), product_id(75), 0.0;
    order_id(10976), product_id(28), 0.0;
    order_id(10977), product_id(39), 0.0;
    order_id(10977), product_id(47), 0.0;
    order_id(10977), product_id(51), 0.0;
    order_id(10977), product_id(63), 0.0;
    order_id(10978), product_id(8), 0.0;
    order_id(10978), product_id(21), 0.0;
    order_id(10978), product_id(40), 0.0;
    order_id(10978), product_id(44), 0.0;
    order_id(10979), product_id(7), 0.0;
    order_id(10979), product_id(12), 0.0;
    order_id(10979), product_id(24), 0.0;
    order_id(10979), product_id(27), 0.0;
    order_id(10979), product_id(31), 0.0;
    order_id(10979), product_id(63), 0.0;
    order_id(10980), product_id(75), 0.0;
    order_id(10981), product_id(38), 0.0;
    order_id(10982), product_id(7), 0.0;
    order_id(10982), product_id(43), 0.0;
    order_id(10983), product_id(13), 0.0;
    order_id(10983), product_id(57), 0.0;
    order_id(10984), product_id(16), 0.0;
    order_id(10984), product_id(24), 0.0;
    order_id(10984), product_id(36), 0.0;
    order_id(10985), product_id(16), 0.0;
    order_id(10985), product_id(18), 0.0;
    order_id(10985), product_id(32), 0.0;
    order_id(10986), product_id(11), 0.0;
    order_id(10986), product_id(20), 0.0;
    order_id(10986), product_id(76), 0.0;
    order_id(10986), product_id(77), 0.0;
    order_id(10987), product_id(7), 0.0;
    order_id(10987), product_id(43), 0.0;
    order_id(10987), product_id(72), 0.0;
    order_id(10988), product_id(7), 0.0;
    order_id(10988), product_id(62), 0.0;
    order_id(10989), product_id(6), 0.0;
    order_id(10989), product_id(11), 0.0;
    order_id(10989), product_id(41), 0.0;
    order_id(10990), product_id(21), 0.0;
    order_id(10990), product_id(34), 0.0;
    order_id(10990), product_id(55), 0.0;
    order_id(10990), product_id(61), 0.0;
    order_id(10991), product_id(2), 0.0;
    order_id(10991), product_id(70), 0.0;
    order_id(10991), product_id(76), 0.0;
    order_id(10992), product_id(72), 0.0;
    order_id(10993), product_id(29), 0.0;
    order_id(10993), product_id(41), 0.0;
    order_id(10994), product_id(59), 0.0;
    order_id(10995), product_id(51), 0.0;
    order_id(10995), product_id(60), 0.0;
    order_id(10996), product_id(42), 0.0;
    order_id(10997), product_id(32), 0.0;
    order_id(10997), product_id(46), 0.0;
    order_id(10997), product_id(52), 0.0;
    order_id(10998), product_id(24), 0.0;
    order_id(10998), product_id(61), 0.0;
    order_id(10998), product_id(74), 0.0;
    order_id(10998), product_id(75), 0.0;
    order_id(10999), product_id(41), 0.0;
    order_id(10999), product_id(51), 0.0;
    order_id(10999), product_id(77), 0.0;
    order_id(11000), product_id(4), 0.0;
    order_id(11000), product_id(24), 0.0;
    order_id(11000), product_id(77), 0.0;
    order_id(11001), product_id(7), 0.0;
    order_id(11001), product_id(22), 0.0;
    order_id(11001), product_id(46), 0.0;
    order_id(11001), product_id(55), 0.0;
    order_id(11002), product_id(13), 0.0;
    order_id(11002), product_id(35), 0.0;
    order_id(11002), product_id(42), 0.0;
    order_id(11002), product_id(55), 0.0;
    order_id(11003), product_id(1), 0.0;
    order_id(11003), product_id(40), 0.0;
    order_id(11003), product_id(52), 0.0;
    order_id(11004), product_id(26), 0.0;
    order_id(11004), product_id(76), 0.0;
    order_id(11005), product_id(1), 0.0;
    order_id(11005), product_id(59), 0.0;
    order_id(11006), product_id(1), 0.0;
    order_id(11006), product_id(29), 0.0;
    order_id(11007), product_id(8), 0.0;
    order_id(11007), product_id(29), 0.0;
    order_id(11007), product_id(42), 0.0;
    order_id(11008), product_id(28), 0.0;
    order_id(11008), product_id(34), 0.0;
    order_id(11008), product_id(71), 0.0;
    order_id(11009), product_id(24), 0.0;
    order_id(11009), product_id(36), 0.0;
    order_id(11009), product_id(60), 0.0;
    order_id(11010), product_id(7), 0.0;
    order_id(11010), product_id(24), 0.0;
    order_id(11011), product_id(58), 0.0;
    order_id(11011), product_id(71), 0.0;
    order_id(11012), product_id(19), 0.0;
    order_id(11012), product_id(60), 0.0;
    order_id(11012), product_id(71), 0.0;
    order_id(11013), product_id(23), 0.0;
    order_id(11013), product_id(42), 0.0;
    order_id(11013), product_id(45), 0.0;
    order_id(11013), product_id(68), 0.0;
    order_id(11014), product_id(41), 0.0;
    order_id(11015), product_id(30), 0.0;
    order_id(11015), product_id(77), 0.0;
    order_id(11016), product_id(31), 0.0;
    order_id(11016), product_id(36), 0.0;
    order_id(11017), product_id(3), 0.0;
    order_id(11017), product_id(59), 0.0;
    order_id(11017), product_id(70), 0.0;
    order_id(11018), product_id(12), 0.0;
    order_id(11018), product_id(18), 0.0;
    order_id(11018), product_id(56), 0.0;
    order_id(11019), product_id(46), 0.0;
    order_id(11019), product_id(49), 0.0;
    order_id(11020), product_id(10), 0.0;
    order_id(11021), product_id(2), 0.0;
    order_id(11021), product_id(20), 0.0;
    order_id(11021), product_id(26), 0.0;
    order_id(11021), product_id(51), 0.0;
    order_id(11021), product_id(72), 0.0;
    order_id(11022), product_id(19), 0.0;
    order_id(11022), product_id(69), 0.0;
    order_id(11023), product_id(7), 0.0;
    order_id(11023), product_id(43), 0.0;
    order_id(11024), product_id(26), 0.0;
    order_id(11024), product_id(33), 0.0;
    order_id(11024), product_id(65), 0.0;
    order_id(11024), product_id(71), 0.0;
    order_id(11025), product_id(1), 0.0;
    order_id(11025), product_id(13), 0.0;
    order_id(11026), product_id(18), 0.0;
    order_id(11026), product_id(51), 0.0;
    order_id(11027), product_id(24), 0.0;
    order_id(11027), product_id(62), 0.0;
    order_id(11028), product_id(55), 0.0;
    order_id(11028), product_id(59), 0.0;
    order_id(11029), product_id(56), 0.0;
    order_id(11029), product_id(63), 0.0;
    order_id(11030), product_id(2), 0.0;
    order_id(11030), product_id(5), 0.0;
    order_id(11030), product_id(29), 0.0;
    order_id(11030), product_id(59), 0.0;
    order_id(11031), product_id(1), 0.0;
    order_id(11031), product_id(13), 0.0;
    order_id(11031), product_id(24), 0.0;
    order_id(11031), product_id(64), 0.0;
    order_id(11031), product_id(71), 0.0;
    order_id(11032), product_id(36), 0.0;
    order_id(11032), product_id(38), 0.0;
    order_id(11032), product_id(59), 0.0;
    order_id(11033), product_id(53), 0.0;
    order_id(11033), product_id(69), 0.0;
    order_id(11034), product_id(21), 0.0;
    order_id(11034), product_id(44), 0.0;
    order_id(11034), product_id(61), 0.0;
    order_id(11035), product_id(1), 0.0;
    order_id(11035), product_id(35), 0.0;
    order_id(11035), product_id(42), 0.0;
    order_id(11035), product_id(54), 0.0;
    order_id(11036), product_id(13), 0.0;
    order_id(11036), product_id(59), 0.0;
    order_id(11037), product_id(70), 0.0;
    order_id(11038), product_id(40), 0.0;
    order_id(11038), product_id(52), 0.0;
    order_id(11038), product_id(71), 0.0;
    order_id(11039), product_id(28), 0.0;
    order_id(11039), product_id(35), 0.0;
    order_id(11039), product_id(49), 0.0;
    order_id(11039), product_id(57), 0.0;
    order_id(11040), product_id(21), 0.0;
    order_id(11041), product_id(2), 0.0;
    order_id(11041), product_id(63), 0.0;
    order_id(11042), product_id(44), 0.0;
    order_id(11042), product_id(61), 0.0;
    order_id(11043), product_id(11), 0.0;
    order_id(11044), product_id(62), 0.0;
    order_id(11045), product_id(33), 0.0;
    order_id(11045), product_id(51), 0.0;
    order_id(11046), product_id(12), 0.0;
    order_id(11046), product_id(32), 0.0;
    order_id(11046), product_id(35), 0.0;
    order_id(11047), product_id(1), 0.0;
    order_id(11047), product_id(5), 0.0;
    order_id(11048), product_id(68), 0.0;
    order_id(11049), product_id(2), 0.0;
    order_id(11049), product_id(12), 0.0;
    order_id(11050), product_id(76), 0.0;
    order_id(11051), product_id(24), 0.0;
    order_id(11052), product_id(43), 0.0;
    order_id(11052), product_id(61), 0.0;
    order_id(11053), product_id(18), 0.0;
    order_id(11053), product_id(32), 0.0;
    order_id(11053), product_id(64), 0.0;
    order_id(11054), product_id(33), 0.0;
    order_id(11054), product_id(67), 0.0;
    order_id(11055), product_id(24), 0.0;
    order_id(11055), product_id(25), 0.0;
    order_id(11055), product_id(51), 0.0;
    order_id(11055), product_id(57), 0.0;
    order_id(11056), product_id(7), 0.0;
    order_id(11056), product_id(55), 0.0;
    order_id(11056), product_id(60), 0.0;
    order_id(11057), product_id(70), 0.0;
    order_id(11058), product_id(21), 0.0;
    order_id(11058), product_id(60), 0.0;
    order_id(11058), product_id(61), 0.0;
    order_id(11059), product_id(13), 0.0;
    order_id(11059), product_id(17), 0.0;
    order_id(11059), product_id(60), 0.0;
    order_id(11060), product_id(60), 0.0;
    order_id(11060), product_id(77), 0.0;
    order_id(11061), product_id(60), 0.0;
    order_id(11062), product_id(53), 0.0;
    order_id(11062), product_id(70), 0.0;
    order_id(11063), product_id(34), 0.0;
    order_id(11063), product_id(40), 0.0;
    order_id(11063), product_id(41), 0.0;
    order_id(11064), product_id(17), 0.0;
    order_id(11064), product_id(41), 0.0;
    order_id(11064), product_id(53), 0.0;
    order_id(11064), product_id(55), 0.0;
    order_id(11064), product_id(68), 0.0;
    order_id(11065), product_id(30), 0.0;
    order_id(11065), product_id(54), 0.0;
    order_id(11066), product_id(16), 0.0;
    order_id(11066), product_id(19), 0.0;
    order_id(11066), product_id(34), 0.0;
    order_id(11067), product_id(41), 0.0;
    order_id(11068), product_id(28), 0.0;
    order_id(11068), product_id(43), 0.0;
    order_id(11068), product_id(77), 0.0;
    order_id(11069), product_id(39), 0.0;
    order_id(11070), product_id(1), 0.0;
    order_id(11070), product_id(2), 0.0;
    order_id(11070), product_id(16), 0.0;
    order_id(11070), product_id(31), 0.0;
    order_id(11071), product_id(7), 0.0;
    order_id(11071), product_id(13), 0.0;
    order_id(11072), product_id(2), 0.0;
    order_id(11072), product_id(41), 0.0;
    order_id(11072), product_id(50), 0.0;
    order_id(11072), product_id(64), 0.0;
    order_id(11073), product_id(11), 0.0;
    order_id(11073), product_id(24), 0.0;
    order_id(11074), product_id(16), 0.0;
    order_id(11075), product_id(2), 0.0;
    order_id(11075), product_id(46), 0.0;
    order_id(11075), product_id(76), 0.0;
    order_id(11076), product_id(6), 0.0;
    order_id(11076), product_id(14), 0.0;
    order_id(11076), product_id(19), 0.0;
    order_id(11077), product_id(2), 0.0;
    order_id(11077), product_id(3), 0.0;
    order_id(11077), product_id(4), 0.0;
    order_id(11077), product_id(6), 0.0;
    order_id(11077), product_id(7), 0.0;
    order_id(11077), product_id(8), 0.0;
    order_id(11077), product_id(10), 0.0;
    order_id(11077), product_id(12), 0.0;
    order_id(11077), product_id(13), 0.0;
    order_id(11077), product_id(14), 0.0;
    order_id(11077), product_id(16), 0.0;
    order_id(11077), product_id(20), 0.0;
    order_id(11077), product_id(23), 0.0;
    order_id(11077), product_id(32), 0.0;
    order_id(11077), product_id(39), 0.0;
    order_id(11077), product_id(41), 0.0;
    order_id(11077), product_id(46), 0.0;
    order_id(11077), product_id(52), 0.0;
    order_id(11077), product_id(55), 0.0;
    order_id(11077), product_id(60), 0.0;
    order_id(11077), product_id(64), 0.0;
    order_id(11077), product_id(66), 0.0;
    order_id(11077), product_id(73), 0.0;
    order_id(11077), product_id(75), 0.0;
    order_id(11077), product_id(77), 0.0
  ],
  employee: [
    employee_id(1),
    employee_id(2),
    employee_id(3),
    employee_id(4),
    employee_id(5),
    employee_id(6),
    employee_id(7),
    employee_id(8),
    employee_id(9)
  ],
  quantity: [
    order_id(10248), product_id(11), 12;
    order_id(10248), product_id(42), 10;
    order_id(10248), product_id(72), 5;
    order_id(10249), product_id(14), 9;
    order_id(10249), product_id(51), 40;
    order_id(10250), product_id(41), 10;
    order_id(10250), product_id(51), 35;
    order_id(10250), product_id(65), 15;
    order_id(10251), product_id(22), 6;
    order_id(10251), product_id(57), 15;
    order_id(10251), product_id(65), 20;
    order_id(10252), product_id(20), 40;
    order_id(10252), product_id(33), 25;
    order_id(10252), product_id(60), 40;
    order_id(10253), product_id(31), 20;
    order_id(10253), product_id(39), 42;
    order_id(10253), product_id(49), 40;
    order_id(10254), product_id(24), 15;
    order_id(10254), product_id(55), 21;
    order_id(10254), product_id(74), 21;
    order_id(10255), product_id(2), 20;
    order_id(10255), product_id(16), 35;
    order_id(10255), product_id(36), 25;
    order_id(10255), product_id(59), 30;
    order_id(10256), product_id(53), 15;
    order_id(10256), product_id(77), 12;
    order_id(10257), product_id(27), 25;
    order_id(10257), product_id(39), 6;
    order_id(10257), product_id(77), 15;
    order_id(10258), product_id(2), 50;
    order_id(10258), product_id(5), 65;
    order_id(10258), product_id(32), 6;
    order_id(10259), product_id(21), 10;
    order_id(10259), product_id(37), 1;
    order_id(10260), product_id(41), 16;
    order_id(10260), product_id(57), 50;
    order_id(10260), product_id(62), 15;
    order_id(10260), product_id(70), 21;
    order_id(10261), product_id(21), 20;
    order_id(10261), product_id(35), 20;
    order_id(10262), product_id(5), 12;
    order_id(10262), product_id(7), 15;
    order_id(10262), product_id(56), 2;
    order_id(10263), product_id(16), 60;
    order_id(10263), product_id(24), 28;
    order_id(10263), product_id(30), 60;
    order_id(10263), product_id(74), 36;
    order_id(10264), product_id(2), 35;
    order_id(10264), product_id(41), 25;
    order_id(10265), product_id(17), 30;
    order_id(10265), product_id(70), 20;
    order_id(10266), product_id(12), 12;
    order_id(10267), product_id(40), 50;
    order_id(10267), product_id(59), 70;
    order_id(10267), product_id(76), 15;
    order_id(10268), product_id(29), 10;
    order_id(10268), product_id(72), 4;
    order_id(10269), product_id(33), 60;
    order_id(10269), product_id(72), 20;
    order_id(10270), product_id(36), 30;
    order_id(10270), product_id(43), 25;
    order_id(10271), product_id(33), 24;
    order_id(10272), product_id(20), 6;
    order_id(10272), product_id(31), 40;
    order_id(10272), product_id(72), 24;
    order_id(10273), product_id(10), 24;
    order_id(10273), product_id(31), 15;
    order_id(10273), product_id(33), 20;
    order_id(10273), product_id(40), 60;
    order_id(10273), product_id(76), 33;
    order_id(10274), product_id(71), 20;
    order_id(10274), product_id(72), 7;
    order_id(10275), product_id(24), 12;
    order_id(10275), product_id(59), 6;
    order_id(10276), product_id(10), 15;
    order_id(10276), product_id(13), 10;
    order_id(10277), product_id(28), 20;
    order_id(10277), product_id(62), 12;
    order_id(10278), product_id(44), 16;
    order_id(10278), product_id(59), 15;
    order_id(10278), product_id(63), 8;
    order_id(10278), product_id(73), 25;
    order_id(10279), product_id(17), 15;
    order_id(10280), product_id(24), 12;
    order_id(10280), product_id(55), 20;
    order_id(10280), product_id(75), 30;
    order_id(10281), product_id(19), 1;
    order_id(10281), product_id(24), 6;
    order_id(10281), product_id(35), 4;
    order_id(10282), product_id(30), 6;
    order_id(10282), product_id(57), 2;
    order_id(10283), product_id(15), 20;
    order_id(10283), product_id(19), 18;
    order_id(10283), product_id(60), 35;
    order_id(10283), product_id(72), 3;
    order_id(10284), product_id(27), 15;
    order_id(10284), product_id(44), 21;
    order_id(10284), product_id(60), 20;
    order_id(10284), product_id(67), 5;
    order_id(10285), product_id(1), 45;
    order_id(10285), product_id(40), 40;
    order_id(10285), product_id(53), 36;
    order_id(10286), product_id(35), 100;
    order_id(10286), product_id(62), 40;
    order_id(10287), product_id(16), 40;
    order_id(10287), product_id(34), 20;
    order_id(10287), product_id(46), 15;
    order_id(10288), product_id(54), 10;
    order_id(10288), product_id(68), 3;
    order_id(10289), product_id(3), 30;
    order_id(10289), product_id(64), 9;
    order_id(10290), product_id(5), 20;
    order_id(10290), product_id(29), 15;
    order_id(10290), product_id(49), 15;
    order_id(10290), product_id(77), 10;
    order_id(10291), product_id(13), 20;
    order_id(10291), product_id(44), 24;
    order_id(10291), product_id(51), 2;
    order_id(10292), product_id(20), 20;
    order_id(10293), product_id(18), 12;
    order_id(10293), product_id(24), 10;
    order_id(10293), product_id(63), 5;
    order_id(10293), product_id(75), 6;
    order_id(10294), product_id(1), 18;
    order_id(10294), product_id(17), 15;
    order_id(10294), product_id(43), 15;
    order_id(10294), product_id(60), 21;
    order_id(10294), product_id(75), 6;
    order_id(10295), product_id(56), 4;
    order_id(10296), product_id(11), 12;
    order_id(10296), product_id(16), 30;
    order_id(10296), product_id(69), 15;
    order_id(10297), product_id(39), 60;
    order_id(10297), product_id(72), 20;
    order_id(10298), product_id(2), 40;
    order_id(10298), product_id(36), 40;
    order_id(10298), product_id(59), 30;
    order_id(10298), product_id(62), 15;
    order_id(10299), product_id(19), 15;
    order_id(10299), product_id(70), 20;
    order_id(10300), product_id(66), 30;
    order_id(10300), product_id(68), 20;
    order_id(10301), product_id(40), 10;
    order_id(10301), product_id(56), 20;
    order_id(10302), product_id(17), 40;
    order_id(10302), product_id(28), 28;
    order_id(10302), product_id(43), 12;
    order_id(10303), product_id(40), 40;
    order_id(10303), product_id(65), 30;
    order_id(10303), product_id(68), 15;
    order_id(10304), product_id(49), 30;
    order_id(10304), product_id(59), 10;
    order_id(10304), product_id(71), 2;
    order_id(10305), product_id(18), 25;
    order_id(10305), product_id(29), 25;
    order_id(10305), product_id(39), 30;
    order_id(10306), product_id(30), 10;
    order_id(10306), product_id(53), 10;
    order_id(10306), product_id(54), 5;
    order_id(10307), product_id(62), 10;
    order_id(10307), product_id(68), 3;
    order_id(10308), product_id(69), 1;
    order_id(10308), product_id(70), 5;
    order_id(10309), product_id(4), 20;
    order_id(10309), product_id(6), 30;
    order_id(10309), product_id(42), 2;
    order_id(10309), product_id(43), 20;
    order_id(10309), product_id(71), 3;
    order_id(10310), product_id(16), 10;
    order_id(10310), product_id(62), 5;
    order_id(10311), product_id(42), 6;
    order_id(10311), product_id(69), 7;
    order_id(10312), product_id(28), 4;
    order_id(10312), product_id(43), 24;
    order_id(10312), product_id(53), 20;
    order_id(10312), product_id(75), 10;
    order_id(10313), product_id(36), 12;
    order_id(10314), product_id(32), 40;
    order_id(10314), product_id(58), 30;
    order_id(10314), product_id(62), 25;
    order_id(10315), product_id(34), 14;
    order_id(10315), product_id(70), 30;
    order_id(10316), product_id(41), 10;
    order_id(10316), product_id(62), 70;
    order_id(10317), product_id(1), 20;
    order_id(10318), product_id(41), 20;
    order_id(10318), product_id(76), 6;
    order_id(10319), product_id(17), 8;
    order_id(10319), product_id(28), 14;
    order_id(10319), product_id(76), 30;
    order_id(10320), product_id(71), 30;
    order_id(10321), product_id(35), 10;
    order_id(10322), product_id(52), 20;
    order_id(10323), product_id(15), 5;
    order_id(10323), product_id(25), 4;
    order_id(10323), product_id(39), 4;
    order_id(10324), product_id(16), 21;
    order_id(10324), product_id(35), 70;
    order_id(10324), product_id(46), 30;
    order_id(10324), product_id(59), 40;
    order_id(10324), product_id(63), 80;
    order_id(10325), product_id(6), 6;
    order_id(10325), product_id(13), 12;
    order_id(10325), product_id(14), 9;
    order_id(10325), product_id(31), 4;
    order_id(10325), product_id(72), 40;
    order_id(10326), product_id(4), 24;
    order_id(10326), product_id(57), 16;
    order_id(10326), product_id(75), 50;
    order_id(10327), product_id(2), 25;
    order_id(10327), product_id(11), 50;
    order_id(10327), product_id(30), 35;
    order_id(10327), product_id(58), 30;
    order_id(10328), product_id(59), 9;
    order_id(10328), product_id(65), 40;
    order_id(10328), product_id(68), 10;
    order_id(10329), product_id(19), 10;
    order_id(10329), product_id(30), 8;
    order_id(10329), product_id(38), 20;
    order_id(10329), product_id(56), 12;
    order_id(10330), product_id(26), 50;
    order_id(10330), product_id(72), 25;
    order_id(10331), product_id(54), 15;
    order_id(10332), product_id(18), 40;
    order_id(10332), product_id(42), 10;
    order_id(10332), product_id(47), 16;
    order_id(10333), product_id(14), 10;
    order_id(10333), product_id(21), 10;
    order_id(10333), product_id(71), 40;
    order_id(10334), product_id(52), 8;
    order_id(10334), product_id(68), 10;
    order_id(10335), product_id(2), 7;
    order_id(10335), product_id(31), 25;
    order_id(10335), product_id(32), 6;
    order_id(10335), product_id(51), 48;
    order_id(10336), product_id(4), 18;
    order_id(10337), product_id(23), 40;
    order_id(10337), product_id(26), 24;
    order_id(10337), product_id(36), 20;
    order_id(10337), product_id(37), 28;
    order_id(10337), product_id(72), 25;
    order_id(10338), product_id(17), 20;
    order_id(10338), product_id(30), 15;
    order_id(10339), product_id(4), 10;
    order_id(10339), product_id(17), 70;
    order_id(10339), product_id(62), 28;
    order_id(10340), product_id(18), 20;
    order_id(10340), product_id(41), 12;
    order_id(10340), product_id(43), 40;
    order_id(10341), product_id(33), 8;
    order_id(10341), product_id(59), 9;
    order_id(10342), product_id(2), 24;
    order_id(10342), product_id(31), 56;
    order_id(10342), product_id(36), 40;
    order_id(10342), product_id(55), 40;
    order_id(10343), product_id(64), 50;
    order_id(10343), product_id(68), 4;
    order_id(10343), product_id(76), 15;
    order_id(10344), product_id(4), 35;
    order_id(10344), product_id(8), 70;
    order_id(10345), product_id(8), 70;
    order_id(10345), product_id(19), 80;
    order_id(10345), product_id(42), 9;
    order_id(10346), product_id(17), 36;
    order_id(10346), product_id(56), 20;
    order_id(10347), product_id(25), 10;
    order_id(10347), product_id(39), 50;
    order_id(10347), product_id(40), 4;
    order_id(10347), product_id(75), 6;
    order_id(10348), product_id(1), 15;
    order_id(10348), product_id(23), 25;
    order_id(10349), product_id(54), 24;
    order_id(10350), product_id(50), 15;
    order_id(10350), product_id(69), 18;
